id,name,description,itemid,members,buylimit,highalch
1567,Rune spear(p+),A poisoned rune tipped spear.,5714,True,0,12480
1568,Dragon spear(p+),A poisoned dragon tipped spear.,5716,True,0,37440
1569,Bronze spear(p++),A poisoned bronze tipped spear.,5718,True,0,16
1570,Iron spear(p++),A poisoned iron tipped spear.,5720,True,0,55
1571,Steel spear(p++),A poisoned steel tipped spear.,5722,True,0,195
1572,Mithril spear(p++),A poisoned mithril tipped spear.,5724,True,0,507
1573,Adamant spear(p++),A poisoned adamantite tipped spear.,5726,True,0,1248
1574,Rune spear(p++),A poisoned rune tipped spear.,5728,True,0,12480
1575,Dragon spear(p++),A poisoned dragon tipped spear.,5730,True,0,37440
1576,Black spear(p+),A poisoned black tipped spear.,5734,True,0,450
1577,Black spear(p++),A poisoned black tipped spear.,5736,True,0,450
1578,Asgarnian ale(m),This looks a good deal stronger than normal Asgarnian Ale.,5739,True,0,1
1579,Mature wmb,This looks a good deal stronger than normal Wizards Mind Bomb.,5741,True,0,1
1580,Greenman's ale(m),This looks a good deal stronger than normal Greenman's Ale.,5743,True,0,1
1581,Dragon bitter(m),This looks a good deal stronger than normal Dragon Bitter.,5745,True,0,1
1582,Dwarven stout(m),This looks a good deal stronger than normal Dwarven Stout.,5747,True,0,1
1583,Moonlight mead(m),This looks a good deal stronger than normal Moonlight Mead.,5749,True,0,3
1584,Axeman's folly,This might help me chop harder.,5751,True,0,1
1585,Axeman's folly(m),This looks a good deal stronger than normal Axeman's Folly.,5753,True,0,1
1586,Chef's delight,"A fruity, full-bodied ale.",5755,True,0,1
1587,Chef's delight(m),This looks a good deal stronger than normal Chef's Delight.,5757,True,0,1
1588,Slayer's respite,Ale with bite.,5759,True,0,1
1589,Slayer's respite(m),This looks a good deal stronger than normal Slayer's Respite.,5761,True,0,1
1590,Cider,A glass of cider.,5763,True,0,1
1591,Mature cider,This looks a good deal stronger than normal cider.,5765,True,0,1
1592,Ale yeast,A pot filled with ale yeast.,5767,True,0,1
1593,Calquat keg,Sliced and hollowed out to form a keg.,5769,True,0,1
1594,Dwarven stout(4),This keg contains 4 pints of Dwarven Stout.,5777,True,0,1
1595,Asgarnian ale(4),This keg contains 4 pints of Asgarnian Ale.,5785,True,0,1
1596,Greenmans ale(4),This keg contains 4 pints of Greenmans Ale.,5793,True,0,1
1597,Mind bomb(4),This keg contains 4 pints of Wizards Mind Bomb.,5801,True,0,1
1598,Dragon bitter(4),This keg contains 4 pints of Dragon Bitter.,5809,True,0,1
1599,Moonlight mead(4),This keg contains 4 pints of Moonlight Mead.,5817,True,0,1
1600,Axeman's folly(4),This keg contains 4 pints of Axeman's Folly.,5825,True,0,1
1601,Chef's delight(4),This keg contains 4 pints of Chef's Delight.,5833,True,0,1
1602,Slayer's respite(4),This keg contains 4 pints of Slayer's Respite.,5841,True,0,1
1603,Cider(4),This keg contains 4 pints of Cider.,5849,True,0,1
1604,Dwarven stout(m4),This keg contains 4 pints of mature Dwarven Stout.,5857,True,0,1
1605,Asgarnian ale(m4),This keg contains 4 pints of mature Asgarnian Ale.,5865,True,0,1
1606,Greenmans ale(m4),This keg contains 4 pints of mature Greenmans Ale.,5873,True,0,1
1607,Mind bomb(m4),This keg contains 4 pints of mature Wizards Mind Bomb.,5881,True,0,1
1608,Dragon bitter(m4),This keg contains 4 pints of mature Dragon Bitter.,5889,True,0,1
1609,Moonlight mead(m4),This keg contains 4 pints of mature Moonlight Mead.,5897,True,0,1
1610,Axeman's folly(m4),This keg contains 4 pints of mature Axeman's Folly.,5905,True,0,1
1611,Chef's delight(m4),This keg contains 4 pints of mature Chef's Delight.,5913,True,0,1
1612,Slayer respite(m4),This keg contains 4 pints of mature Slayer's Respite.,5921,True,0,1
1613,Cider(m4),This keg contains 4 pints of mature Cider.,5929,True,0,1
1614,Jute fibre,I can weave this to make sacks.,5931,True,0,4
1615,Willow branch,A branch from a willow tree.,5933,True,0,1
1616,Coconut milk,A vial filled with coconut milk,5935,True,0,1
1617,Weapon poison(+),"A vial of extra strong weapon poison, for spears and daggers.",5937,True,0,173
1618,Weapon poison(++),"A vial of super strong weapon poison, for spears and daggers.",5940,True,0,259
1619,Antidote+(4),4 doses of extra strong antipoison potion.,5943,True,0,216
1620,Antidote+(3),3 doses of extra strong antipoison potion.,5945,True,0,173
1621,Antidote+(2),2 doses of extra strong antipoison potion.,5947,True,0,130
1622,Antidote+(1),1 dose of extra strong antipoison potion.,5949,True,0,86
1623,Antidote++(4),4 doses of super strong antipoison potion.,5952,True,0,216
1624,Antidote++(3),3 doses of super strong antipoison potion.,5954,True,0,173
1625,Antidote++(2),2 doses of super strong antipoison potion.,5956,True,0,130
1626,Antidote++(1),1 dose of super strong antipoison potion.,5958,True,0,86
1627,Tomatoes(5),A fruit basket filled with tomatoes.,5968,True,0,1
1628,Curry leaf,I could make a spicy curry with this.,5970,True,0,11
1629,Papaya fruit,Looks delicious.,5972,True,0,38
1630,Coconut,It's a coconut.,5974,True,0,52
1631,Calquat fruit,This is the largest fruit I've ever seen.,5980,True,0,32
1632,Watermelon,A juicy watermelon.,5982,True,0,29
1633,Watermelon slice,A slice of watermelon.,5984,True,0,10
1634,Sweetcorn,Raw sweetcorn.,5986,True,0,5
1635,Cooked sweetcorn,Delicious cooked sweetcorn.,5988,True,0,5
1636,Apple mush,A bucket of apple mush.,5992,True,0,8
1637,Hammerstone hops,A handful of Hammerstone Hops.,5994,True,0,2
1638,Asgarnian hops,A handful of Asgarnian Hops.,5996,True,0,3
1639,Yanillian hops,A handful of Yanillian Hops.,5998,True,0,4
1640,Krandorian hops,A handful of Krandorian Hops.,6000,True,0,6
1641,Wildblood hops,A handful of Wildblood Hops.,6002,True,0,9
1642,Mushroom,A Bittercap Mushroom,6004,True,0,23
1643,Barley,A handful of Barley.,6006,True,0,2
1644,Barley malt,A handful of barley malt.,6008,True,0,2
1645,Marigolds,A bunch of marigolds.,6010,True,0,1
1646,Nasturtiums,A bunch of nasturtiums.,6012,True,0,2
1647,Rosemary,Some rosemary.,6014,True,0,1
1648,Cactus spine,Don't prick yourself with this.,6016,True,0,1
1649,Poison ivy berries,"They look sweet and juicy, but only a fool would eat them.",6018,True,0,39
1650,Compost,"Good for plants, helps them grow.",6032,True,600,12
1651,Supercompost,Super-good for the smallest or largest of plants.,6034,True,600,51
1652,Plant cure,Use this on plants to cure disease.,6036,True,0,24
1653,Magic string,I could use this to make jewellery.,6038,True,0,1
1654,Oak roots,The roots of the Oak tree.,6043,True,0,1
1655,Willow roots,The roots of the Willow tree.,6045,True,0,1
1656,Maple roots,The roots of the Maple tree.,6047,True,0,1
1657,Yew roots,The roots of the Yew tree.,6049,True,0,1
1658,Magic roots,The roots of the Magic tree.,6051,True,0,1
1659,Weeds,A handful of weeds.,6055,True,0,1
1660,Bronze bolts(p+),Some poisoned bronze bolts.,6061,True,0,0
1661,Bronze bolts(p++),Super poisoned bronze bolts.,6062,True,0,0
1662,Rock-shell helm,Protective headwear made from crabs. Better than that sounds.,6128,True,0,21120
1663,Rock-shell plate,A sturdy body armour made from rock crab pieces.,6129,True,0,39000
1664,Rock-shell legs,Some tough leggings made from rock crab parts.,6130,True,0,38400
1665,Spined helm,A helm fit for any Fremennik ranger.,6131,True,0,36000
1666,Spined body,A constant reminder that I'm above a Dagannoth in the food chain.,6133,True,0,4680
1667,Spined chaps,Stylish leg armour for rangers with a lingering smell of raw fish...,6135,True,0,2340
1668,Skeletal helm,Make your foes cower by wearing a skull as a helmet!,6137,True,0,6000
1669,Skeletal top,The bones in this armour seem to vibrate with a magical quality...,6139,True,0,27000
1670,Skeletal bottoms,A superior set of strengthened slacks for any self respecting seer.,6141,True,0,24000
1671,Spined boots,"Some finely crafted Fremennik boots, made from spined dagannoth hide.",6143,True,0,390
1672,Rock-shell boots,"Some Fremennik boots, made from the shards of a rock crab's shell.",6145,True,0,390
1673,Skeletal boots,"Some finely crafted Fremennik boots, made from the bones of a wallasalki.",6147,True,0,390
1674,Spined gloves,Fremennik gloves stitched together from spined dagannoth hide.,6149,True,0,390
1675,Rock-shell gloves,Fremennik gloves stitched together from rock crab shell shards.,6151,True,0,390
1676,Skeletal gloves,Fremennik gloves stitched together from wallasalki bones fragments.,6153,True,0,390
1677,Dagannoth hide,A sturdy piece of dagannoth hide.,6155,True,0,36
1678,Rock-shell chunk,A spherical chunk of rock-shell.,6157,True,0,36
1679,Rock-shell shard,A curved piece of rock-shell.,6159,True,0,36
1680,Rock-shell splinter,A slim piece of rock-shell.,6161,True,0,36
1681,Skull piece,A fearsome looking skull.,6163,True,0,36
1682,Ribcage piece,A slightly damaged ribcage.,6165,True,0,36
1683,Fibula piece,An interesting looking bone shard.,6167,True,0,36
1684,Circular hide,A toughened chunk of dagannoth hide.,6169,True,0,36
1685,Flattened hide,A tattered chunk of dagannoth hide.,6171,True,0,36
1686,Stretched hide,A weathered chunk of dagannoth hide.,6173,True,0,36
1687,Teak pyre logs,Teak logs prepared with sacred oil for a funeral pyre.,6211,True,0,60
1688,Mahogany pyre log,Mahogany logs prepared with sacred oil for a funeral pyre.,6213,True,0,120
1689,Broodoo shield (10),A scary broodoo shield.,6215,True,0,1800
1690,Broodoo shield,A scary broodoo shield.,6235,True,0,1800
1691,Broodoo shield (10),A scary broodoo shield.,6237,True,0,1800
1692,Broodoo shield,A scary broodoo shield.,6257,True,0,1800
1693,Broodoo shield (10),A scary broodoo shield.,6259,True,0,1800
1694,Broodoo shield,A scary broodoo shield.,6279,True,0,1800
1695,Thatch spar light,A wooden pole for use in primitive construction.,6281,True,0,6
1696,Thatch spar med,A wooden pole for use in primitive construction.,6283,True,0,9
1697,Thatch spar dense,A wooden pole for use in primitive construction.,6285,True,0,12
1698,Snake hide,Scaly but not slimy!,6287,True,0,21
1699,Snakeskin,Scaly but not slimy!,6289,True,0,30
1700,Spider carcass,Its creeping days are over!,6291,True,0,9
1701,Spider on stick,A nicely roasted spider threaded onto a skewer stick.,6297,True,0,30
1702,Spider on shaft,A nicely roasted spider threaded onto an arrow shaft.,6299,True,0,24
1703,Skewer stick,"A sharp pointed stick, quite resistant to fire.",6305,True,0,6
1704,Trading sticks,Karamja currency.,6306,True,18000,1
1705,Gout tuber,Plant this in a herb patch to grow Goutweed.,6311,True,0,120
1706,Opal machete,A jungle specific slashing device.,6313,True,0,300
1707,Jade machete,A jungle specific slashing device.,6315,True,0,600
1708,Red topaz machete,A jungle specific slashing device.,6317,True,0,1200
1709,Proboscis,"A giant mosquito's proboscis, aerodynamic and sharp!",6319,True,0,3
1710,Snakeskin body,Made from 100% real snakeskin.,6322,True,0,750
1711,Snakeskin chaps,Made from 100% real snake.,6324,True,0,705
1712,Snakeskin bandana,Lightweight head protection.,6326,True,0,180
1713,Snakeskin boots,Made from snakes.,6328,True,0,150
1714,Snakeskin vambraces,Made from 100% real snake.,6330,True,0,260
1715,Mahogany logs,Some well-cut mahogany logs.,6332,True,11000,30
1716,Teak logs,Some well-cut teak logs.,6333,True,0,18
1717,Tribal mask,A ceremonial wooden mask.,6335,True,0,300
1718,Tribal mask,A ceremonial wooden mask.,6337,True,0,300
1719,Tribal mask,A ceremonial wooden mask.,6339,True,0,300
1720,Tribal top,Local dress.,6341,True,0,180
1721,Villager robe,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6343,True,0,150
1722,Villager hat,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6345,True,0,120
1723,Villager armband,"A brown armband, as worn by the Tai Bwo Wannai locals.",6347,True,0,90
1724,Villager sandals,A brightly coloured pair of local sandals.,6349,True,0,60
1725,Tribal top,Local dress.,6351,True,0,180
1726,Villager robe,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6353,True,0,150
1727,Villager hat,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6355,True,0,120
1728,Villager sandals,A brightly coloured pair of local sandals.,6357,True,0,60
1729,Villager armband,"A light blue armband, as worn by the Tai Bwo Wannai locals.",6359,True,0,90
1730,Tribal top,Local dress.,6361,True,0,180
1731,Villager robe,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6363,True,0,150
1732,Villager hat,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6365,True,0,120
1733,Villager sandals,A brightly coloured pair of local sandals.,6367,True,0,60
1734,Villager armband,"A dark blue armband, as worn by the Tai Bwo Wannai locals.",6369,True,0,90
1735,Tribal top,Local dress.,6371,True,0,180
1736,Villager robe,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6373,True,0,150
1737,Villager hat,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6375,True,0,120
1738,Villager sandals,A brightly coloured pair of local sandals.,6377,True,0,60
1739,Villager armband,"A white armband, as worn by the Tai Bwo Wannai locals.",6379,True,0,90
1740,Fez,A Fez hat. Juss like that.,6382,True,0,12
1741,Desert top,A bit itchy.,6384,True,0,9
1742,Desert robes,Has a coarse hard wearing texture.,6386,True,0,15
1743,Desert top,Good for those cold desert nights.,6388,True,0,21
1744,Desert legs,Better than factor 50 sun cream.,6390,True,0,15
1745,Menaphite purple hat,Good for keeping the sun off my neck.,6392,True,0,21
1746,Menaphite purple top,Colourful.,6394,True,0,12
1747,Menaphite purple robe,A cool light Menaphite robe.,6396,True,0,24
1748,Menaphite purple kilt,Look at those nobbily knees.,6398,True,0,12
1749,Menaphite red hat,Good for keeping the sun off my neck.,6400,True,0,21
1750,Menaphite red top,Colourful.,6402,True,0,12
1751,Menaphite red robe,A cool light Menaphite robe.,6404,True,0,24
1752,Menaphite red kilt,Look at those nobbily knees.,6406,True,0,12
1753,Oak blackjack(o),An offensive blackjack.,6408,True,0,240
1754,Oak blackjack(d),A defensive blackjack.,6410,True,0,240
1755,Willow blackjack(o),An offensive blackjack.,6412,True,0,480
1756,Willow blackjack(d),A defensive blackjack.,6414,True,0,480
1757,Maple blackjack,A solid bit of maple.,6416,True,0,720
1758,Maple blackjack(o),An offensive blackjack.,6418,True,0,960
1759,Maple blackjack(d),A defensive blackjack.,6420,True,0,960
1760,Compost potion(4),Pour this on compost to turn it into super-compost.,6470,True,50,72
1761,Compost potion(3),Pour this on compost to turn it into super-compost.,6472,True,50,54
1762,Compost potion(2),Pour this on compost to turn it into super-compost.,6474,True,50,36
1763,Compost potion(1),Pour this on compost to turn it into super-compost.,6476,True,50,18
1764,Toktz-xil-ul,A razor sharp ring of obsidian.,6522,True,0,150
1765,Toktz-xil-ak,A razor sharp sword of obsidian.,6523,True,0,24000
1766,Toktz-ket-xil,A spiked shield of obsidian.,6524,True,0,27000
1767,Toktz-xil-ek,A large knife of obsidian.,6525,True,0,15000
1768,Toktz-mej-tal,A staff of obsidian.,6526,True,0,21000
1769,Tzhaar-ket-em,A mace of obsidian.,6527,True,0,18000
1770,Tzhaar-ket-om,A maul of obsidian.,6528,True,0,30001
1771,Mud battlestaff,It's a slightly magical stick.,6562,True,0,10200
1772,Mystic mud staff,It's a slightly magical stick.,6563,True,0,27000
1773,Obsidian cape,A cape of woven obsidian plates.,6568,True,0,36000
1774,Uncut onyx,This would be worth more cut.,6571,True,0,120000
1775,Onyx,This looks valuable.,6573,True,0,120000
1776,Onyx ring,A valuable ring.,6575,True,0,120600
1777,Onyx necklace,I wonder if this is valuable.,6577,True,0,120600
1778,Onyx amulet (u),It needs a string so I can wear it.,6579,True,0,120600
1779,Onyx amulet,I wonder if I can get this enchanted.,6581,True,0,120600
1780,Ring of stone,An enchanted ring.,6583,True,0,121200
1781,Amulet of fury,A very powerful onyx amulet.,6585,True,8,121200
1782,White claws,A set of fighting claws.,6587,True,0,216
1783,White battleaxe,A vicious looking axe.,6589,True,0,749
1784,White dagger,A vicious white dagger.,6591,True,0,144
1785,White dagger(p),This dagger is poisoned.,6593,True,0,144
1786,White dagger(p+),This dagger is poisoned.,6595,True,0,144
1787,White dagger(p++),This dagger is poisoned.,6597,True,0,144
1788,White halberd,A white halberd.,6599,True,0,1152
1789,White mace,A spiky mace.,6601,True,0,259
1790,White magic staff,A Magical staff.,6603,True,0,120
1791,White sword,A razor sharp sword.,6605,True,0,374
1792,White longsword,A razor sharp longsword.,6607,True,0,576
1793,White 2h sword,A two handed sword.,6609,True,0,1152
1794,White scimitar,"A vicious, curved sword.",6611,True,0,461
1795,White warhammer,I don't think it's intended for joinery.,6613,True,0,588
1796,White chainbody,A series of connected metal rings.,6615,True,0,864
1797,White platebody,Provides excellent protection.,6617,True,0,2304
1798,White boots,These will protect my feet.,6619,True,0,346
1799,White med helm,A medium sized helmet.,6621,True,0,346
1800,White full helm,A full face helmet.,6623,True,0,634
1801,White platelegs,"Big, White and heavy looking.",6625,True,0,1152
1802,White plateskirt,"Big, White and heavy looking.",6627,True,0,1152
1803,White gloves,These will keep my hands warm!,6629,True,0,4
1804,White sq shield,A medium square shield.,6631,True,0,691
1805,White kiteshield,A large metal shield.,6633,True,0,979
1806,Empty fishbowl,An empty fishbowl.,6667,True,0,1
1807,Ground guam,One of the ingredients for making fish food.,6681,True,0,1
1808,Saradomin brew(4),4 doses of Saradomin brew.,6685,True,2000,120
1809,Saradomin brew(3),3 doses of Saradomin brew.,6687,True,2000,105
1810,Saradomin brew(2),2 doses of Saradomin brew.,6689,True,2000,90
1811,Saradomin brew(1),1 dose of Saradomin brew.,6691,True,2000,75
1812,Crushed nest,A crushed bird's nest.,6693,True,0,1
1813,Pat of butter,A pat of freshly churned butter.,6697,True,0,2
1814,Baked potato,It'd taste even better with some toppings.,6701,True,0,2
1815,Potato with butter,A baked potato with butter.,6703,True,0,5
1816,Potato with cheese,A baked potato with butter and cheese.,6705,True,0,5
1817,Seercull,An ancient Fremennik bow that was once used to battle the Moon Clan.,6724,True,8,4800
1818,Dagannoth bones,These would feed a dogfish for months!,6729,True,0,1
1819,Seers ring,A mysterious ring that can fill the wearer with magical power...,6731,True,8,6000
1820,Archers ring,A fabled ring that improves the wearer's skill with a bow...,6733,True,8,6000
1821,Warrior ring,A legendary ring once worn by Fremennik warriors.,6735,True,8,6000
1822,Berserker ring,A ring reputed to bring out a berserk fury in its wearer.,6737,True,8,6000
1823,Dragon axe,A very powerful axe.,6739,True,40,33000
1824,Black desert shirt,A desert shirt stained black with mushroom ink.,6750,True,0,24
1825,Black desert robe,A desert robe stained black with mushroom ink.,6752,True,0,18
1826,Guthix mjolnir,A Guthix Mjolnir.,6760,True,0,375
1827,Saradomin mjolnir,A Saradomin Mjolnir.,6762,True,0,375
1828,Zamorak mjolnir,A Zamorak Mjolnir.,6764,True,0,375
1829,Choc-ice,Better eat this before it melts.,6794,True,0,18
1830,Granite legs,These look pretty heavy.,6809,True,0,39600
1831,Wyvern bones,Bones of a large flying creature!,6812,True,0,1
1832,Fur,This would make warm clothing.,6814,False,0,6
1833,Mage's book,The magical book of the Mage.,6889,True,0,300
1834,Arena book,A book about the Training Arena.,6891,True,0,1
1835,Beginner wand,A beginner level wand.,6908,True,0,720
1836,Apprentice wand,An apprentice level wand.,6910,True,0,900
1837,Teacher wand,A teacher level wand.,6912,True,0,1200
1838,Master wand,A master level wand.,6914,True,0,60001
1839,Infinity top,Mystical robes.,6916,True,0,84000
1840,Infinity hat,A mystic hat.,6918,True,10,10200
1841,Infinity boots,Mystical boots.,6920,True,24,7200
1842,Infinity gloves,Mystical gloves.,6922,True,0,7200
1843,Infinity bottoms,Mystical robes.,6924,True,0,54000
1844,Pink cape,It's a bit pink.,6959,True,0,1
1845,Triangle sandwich,A freshly made triangle sandwich.,6962,False,0,15
1846,Sandstone (1kg),A tiny chunk of sandstone.,6971,True,0,1
1847,Sandstone (2kg),A small chunk of sandstone.,6973,True,0,1
1848,Sandstone (5kg),A medium-sized chunk of sandstone.,6975,True,0,1
1849,Sandstone (10kg),A large chunk of sandstone.,6977,True,0,1
1850,Granite (500g),A tiny chunk of granite.,6979,True,0,1
1851,Granite (2kg),A small chunk of granite.,6981,True,0,1
1852,Granite (5kg),A medium-sized chunk of granite.,6983,True,0,1
1853,Unlit bug lantern,A lantern to aid attacking Harpie bugs.,7051,True,0,78
1854,Chilli potato,A baked potato with chilli con carne.,7054,True,0,8
1855,Egg potato,A baked potato with egg and tomato.,7056,True,0,7
1856,Mushroom potato,A baked potato with mushroom and onions.,7058,True,0,27
1857,Tuna potato,A baked potato with tuna and sweetcorn.,7060,True,0,68
1858,Chilli con carne,A bowl of meat in chilli-con-carne sauce.,7062,True,0,8
1859,Egg and tomato,A bowl of scrambled eggs and tomato.,7064,True,0,7
1860,Mushroom & onion,A bowl of fried mushroom and onions.,7066,True,0,27
1861,Tuna and corn,A bowl of cooked tuna and sweetcorn.,7068,True,0,68
1862,Minced meat,A bowl of finely minced meat.,7070,True,0,5
1863,Spicy sauce,A bowl of spicy sauce.,7072,True,0,5
1864,Chopped garlic,A bowl of chopped garlic.,7074,True,0,4
1865,Uncooked egg,A bowl of uncooked egg.,7076,True,0,5
1866,Scrambled egg,A bowl of scrambled egg.,7078,True,0,5
1867,Sliced mushrooms,A bowl of sliced Bittercap mushrooms.,7080,True,0,25
1868,Fried mushrooms,A bowl of fried Bittercap mushrooms.,7082,True,0,25
1869,Fried onions,"A bowl of sliced, fried onions.",7084,True,0,4
1870,Chopped tuna,A bowl of finely chopped tuna.,7086,True,0,62
1871,Sweetcorn,A bowl of cooked sweetcorn.,7088,True,0,8
1872,Stripy pirate shirt,A sea worthy shirt.,7110,True,0,180
1873,Pirate bandana,Essential pirate wear.,7112,True,0,60
1874,Pirate boots,Not for land lubbers.,7114,True,0,210
1875,Pirate leggings,A sea worthy pair of trousers.,7116,True,0,210
1876,Stripy pirate shirt,A sea worthy shirt.,7122,True,0,180
1877,Pirate bandana,Essential pirate wear.,7124,True,0,60
1878,Pirate leggings,A sea worthy pair of trousers.,7126,True,0,210
1879,Stripy pirate shirt,A sea worthy shirt.,7128,True,0,180
1880,Pirate bandana,Essential pirate wear.,7130,True,0,60
1881,Pirate leggings,A sea worthy pair of trousers.,7132,True,0,210
1882,Stripy pirate shirt,A sea worthy shirt.,7134,True,0,180
1883,Pirate bandana,Essential pirate wear.,7136,True,0,60
1884,Pirate leggings,A sea worthy pair of trousers.,7138,True,0,210
1885,Dragon 2h sword,A two-handed Dragon Sword.,7158,True,0,132000
1886,Insulated boots,They're heavily insulated wellies.,7159,True,0,120
1887,Pie recipe book,Lots of pie recipes for me to try.,7162,True,0,3
1888,Raw mud pie,Needs to be baked before I can use it.,7168,True,0,16
1889,Mud pie,All the good of the earth.,7170,True,0,32
1890,Raw garden pie,Needs cooking before I eat it.,7176,True,0,7
1891,Garden pie,What I wouldn't give for a good steak about now...,7178,True,0,14
1892,Raw fish pie,"Raw fish is risky, better cook it.",7186,True,0,30
1893,Fish pie,Bounty of the sea.,7188,True,0,60
1894,Raw admiral pie,This would taste a lot better cooked.,7196,True,0,93
1895,Admiral pie,Much tastier than a normal fish pie.,7198,True,0,186
1896,Raw wild pie,"Good as it looks, I'd better cook it.",7206,True,0,55
1897,Wild pie,A triumph of man over nature.,7208,True,0,109
1898,Raw summer pie,"Fresh fruit may be good for you, but I should really cook this.",7216,True,0,42
1899,Summer pie,All the fruits of a very small forest.,7218,True,0,84
1900,Roast rabbit,A delicious looking piece of roast rabbit.,7223,True,0,12
1901,Iron spit,An iron spit.,7225,True,0,38
1902,Cooked chompy,Roasted chompy bird.,7228,True,0,51
1903,Red boater,Stylish!,7319,True,0,135
1904,Orange boater,Stylish!,7321,True,0,135
1905,Green boater,Stylish!,7323,True,0,135
1906,Blue boater,Stylish!,7325,True,0,135
1907,Black boater,Stylish!,7327,True,0,135
1908,Red firelighter,Makes firelighting a lot easier.,7329,True,0,9
1909,Green firelighter,Makes firelighting a lot easier.,7330,True,0,9
1910,Blue firelighter,Makes firelighting a lot easier.,7331,True,0,9
1911,Black shield (h1),A shield with a heraldic design,7332,False,0,979
1912,Adamant shield (h1),A shield with a heraldic design,7334,False,0,3264
1913,Rune shield (h1),A shield with a heraldic design,7336,False,0,32640
1914,Black shield (h2),A shield with a heraldic design,7338,False,0,979
1915,Adamant shield (h2),A shield with a heraldic design,7340,False,0,3264
1916,Rune shield (h2),A shield with a heraldic design,7342,False,0,32640
1917,Black shield (h3),A shield with a heraldic design,7344,False,0,979
1918,Adamant shield (h3),A shield with a heraldic design,7346,False,0,3264
1919,Rune shield (h3),A shield with a heraldic design,7348,False,0,32640
1920,Black shield (h4),A shield with a heraldic design,7350,False,0,979
1921,Adamant shield (h4),A shield with a heraldic design,7352,False,0,3264
1922,Rune shield (h4),A shield with a heraldic design,7354,False,0,32640
1923,Black shield (h5),A shield with a heraldic design,7356,False,0,979
1924,Adamant shield (h5),A shield with a heraldic design,7358,False,0,3264
1925,Rune shield (h5),A shield with a heraldic design,7360,False,0,32640
1926,Studded body (g),Those studs should provide a bit more protection. Nice trim too!,7362,False,0,510
1927,Studded body (t),Those studs should provide a bit more protection. Nice trim too!,7364,False,0,510
1928,Studded chaps (g),Those studs should provide a bit more protection. Nice trim too!,7366,False,0,450
1929,Studded chaps (t),Those studs should provide a bit more protection. Nice trim too!,7368,False,0,450
1930,Green d'hide body (g),Made from 100% real dragonhide. With colourful trim!,7370,False,0,4680
1931,Green d'hide body (t),Made from 100% real dragonhide. With colourful trim!,7372,False,0,4680
1932,Blue d'hide body (g),Made from 100% real dragonhide. With colourful trim!,7374,True,0,5616
1933,Blue d'hide body (t),Made from 100% real dragonhide. With colourful trim!,7376,True,0,5616
1934,Green d'hide chaps (g),Made from 100% real dragonhide. With colourful trim!,7378,False,0,2340
1935,Green d'hide chaps (t),Made from 100% real dragonhide. With colourful trim!,7380,False,0,2340
1936,Blue d'hide chaps (g),Made from 100% real dragonhide. With colourful trim!,7382,True,0,2592
1937,Blue d'hide chaps (t),Made from 100% real dragonhide. With colourful trim!,7384,True,0,2592
1938,Blue skirt (g),Leg covering favoured by women and wizards. With a colourful trim!,7386,False,0,1
1939,Blue skirt (t),Leg covering favoured by women and wizards. With a colourful trim!,7388,False,0,1
1940,Blue wizard robe (g),I can do magic better in this.,7390,False,0,9
1941,Blue wizard robe (t),I can do magic better in this.,7392,False,0,9
1942,Blue wizard hat (g),"A silly pointed hat, with colourful trim.",7394,False,0,1
1943,Blue wizard hat (t),"A silly pointed hat, with colourful trim.",7396,False,0,1
1944,Enchanted robe,Enchanted Wizards robes.,7398,True,0,48000
1945,Enchanted top,Enchanted Wizards robes.,7399,True,0,72000
1946,Enchanted hat,A three pointed hat of magic.,7400,True,0,9000
1947,Mole claw,A mole claw.,7416,True,50,360
1948,Mole skin,The skin of a large mole.,7418,True,50,240
1949,Wooden spoon,Spoooooon!,7433,True,0,21
1950,Egg whisk,A large whisk of death.,7435,True,0,30
1951,Spork,Use the spork.,7437,True,0,195
1952,Spatula,A large spatula... of doom!,7439,True,0,1152
1953,Frying pan,Looks like it's non-stick too!,7441,True,0,996
1954,Skewer,Generally used for impaling fresh meat.,7443,True,0,1920
1955,Rolling pin,That's how I roll!,7445,True,0,8640
1956,Kitchen knife,"A sharp, dependable knife, for filleting meat.",7447,True,0,4800
1957,Meat tenderiser,Often used to soften tough meat up.,7449,True,0,24900
1958,Cleaver,An effective tool for chopping tough meat.,7451,True,0,15360
1959,Cornflour,It's cornflour.,7466,False,0,1
1960,Pot of cornflour,It's cornflour in a pot.,7468,True,0,6
1961,Cooked crab meat,Nice and tasty!,7521,True,0,30
1962,Raw jubbly,The uncooked meat of a Jubbly bird.,7566,True,0,60
1963,Cooked jubbly,Lovely Jubbly!,7568,True,0,90
1964,Silver dust,It's ground up silver.,7650,True,0,120
1965,Guthix balance(4),"A potion of harralander, red spiders eggs, garlic and silver dust.",7660,True,0,120
1966,Guthix balance(3),"A potion of harralander, red spiders eggs, garlic and silver dust.",7662,True,0,120
